question,label,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
Which major section of the neurological exam is most likely to reveal damage to the cerebellum?,0,1,16,99,11.66,54.55,,16,18.75,93.75,75,50,6.25,0,0,0,0,0,0,6.25,18.75,12.5,0,18.75,6.25,0,0,0,12.5,18.75,12.5,0,0,0,0,18.75,0,18.75,6.25,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,6.25,6.25,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0
Which of the following could be a multimodal integrative area?,0,1,10,89.52,1,63.35,,10,30,100,80,60,10,0,0,0,0,0,0,10,20,20,0,10,20,0,0,0,30,0,10,0,0,0,0,30,0,30,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0
Which is an example of episodic memory?,0,1,7,89.52,1,24.32,,7,28.57,71.43,57.14,57.14,14.29,0,0,0,0,0,0,14.29,14.29,14.29,0,14.29,14.29,0,0,0,14.29,0,0,0,0,0,0,28.57,0,28.57,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
Which type of aphasia is more like hearing a foreign language spoken?,0,1,12,97.04,6.61,3.81,,12,33.33,83.33,58.33,50,8.33,0,0,0,0,0,0,8.33,16.67,8.33,0,16.67,8.33,0,0,0,8.33,16.67,8.33,0,0,0,0,8.33,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
"What region of the cerebral cortex is associated with understanding language, both from another person and the language a person generates himself or herself?",0,1,24,82.63,84.23,3.81,,24,37.5,91.67,58.33,58.33,16.67,8.33,0,0,0,8.33,0,8.33,20.83,12.5,0,12.5,4.17,0,8.33,0,4.17,0,8.33,0,0,0,0,16.67,0,16.67,4.17,4.17,0,4.17,0,8.33,0,0,0,0,0,0,0,0,0,0,0,25,8.33,0,0,0,0,0,16.67,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,4.17,0,0,0,0,0,4.17,0,0,0,0,0,0,8.33,0,4.17,4.17,0,0,0,0
"Without olfactory sensation to complement gustatory stimuli, food will taste bland unless it is seasoned with which substance?",0,1,18,49.68,1,77.17,,18,44.44,77.78,50,44.44,11.11,0,0,0,0,0,0,11.11,0,0,0,16.67,11.11,5.56,5.56,0,11.11,0,0,0,0,0,0,22.22,0,22.22,0,5.56,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,5.56,11.11,0,0,0,0,0,5.56,5.56,0,5.56,5.56,0,0,0,0,0,11.11,0,5.56,5.56,0,0,0,0
"Which nerve is responsible for taste, as well as salivation, in the anterior oral cavity?",0,1,15,89.52,10.48,63.35,97.84,15,20,93.33,73.33,53.33,6.67,0,0,0,0,0,0,6.67,6.67,6.67,0,26.67,6.67,6.67,13.33,0,6.67,13.33,0,0,0,0,0,13.33,0,13.33,0,6.67,0,0,0,6.67,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,26.67,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,6.67,20,0,0,13.33,0,0,0,0,0,6.67,0,0,0,0,0,0,20,0,13.33,6.67,0,0,0,0
Which of the following is not part of the corticospinal pathway?,0,1,11,97.37,1,99,,11,27.27,90.91,81.82,63.64,9.09,0,0,0,0,0,0,9.09,18.18,18.18,0,18.18,9.09,0,0,9.09,18.18,0,9.09,0,0,0,0,27.27,0,27.27,0,0,0,0,0,27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
Which subtest is directed at proprioceptive sensation?,0,1,7,56.86,1,24.32,,7,57.14,57.14,42.86,42.86,14.29,0,0,0,0,0,0,14.29,0,0,0,14.29,14.29,0,0,0,14.29,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
What term describes the inability to lift the arm above the level of the shoulder?,0,1,15,99,,99,,15,20,100,53.33,53.33,6.67,0,0,0,0,0,0,6.67,26.67,26.67,0,20,0,0,0,0,0,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6.67,20,0,0,0,6.67,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0
Which of the following is a feature of both somatic and visceral senses?,0,1,13,96.67,7.93,30.98,,13,30.77,84.62,69.23,61.54,7.69,0,0,0,0,0,0,7.69,23.08,15.38,0,15.38,7.69,0,7.69,0,15.38,0,7.69,0,0,0,0,15.38,0,15.38,7.69,0,0,0,0,7.69,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
Which region of the cerebellum receives proprioceptive input from the spinal cord?,0,1,12,99,6.61,39.59,,12,25,75,50,41.67,8.33,0,0,0,0,0,0,8.33,16.67,16.67,0,16.67,0,0,0,0,0,8.33,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
Which of the following tests cerebellar function related to gait?,0,1,10,99,3.95,63.35,,10,40,80,50,40,10,0,0,0,0,0,0,10,10,10,0,20,0,0,0,0,10,0,0,0,0,0,0,20,0,20,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0
Which of the following is not a cause of cerebellar ataxia?,0,1,11,97.37,1,50.45,,11,18.18,90.91,72.73,63.64,9.09,0,0,0,0,0,0,9.09,18.18,18.18,0,18.18,9.09,0,0,9.09,18.18,0,0,0,0,0,0,27.27,0,27.27,0,9.09,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
Which of the following functions cannot be attributed to the cerebellum?,0,1,11,89.52,1,5.07,,11,36.36,90.91,72.73,63.64,9.09,0,0,0,0,0,0,9.09,18.18,18.18,0,18.18,18.18,0,0,9.09,27.27,0,0,0,0,0,0,27.27,0,27.27,0,9.09,9.09,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
"In relaxed muscle, the myosin-binding site on actin is blocked by what?",0,1,12,99,,39.59,99,12,25,75,50,50,8.33,0,0,0,0,0,0,8.33,8.33,8.33,0,25,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,8.33,0,0,0,0,0,0,25,0,8.33,8.33,0,0,8.33,0
What is the cell membrane of muscle fiber called?,0,1,9,89.52,,,,9,11.11,66.67,55.56,44.44,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,11.11,11.11,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
Which of the following is correct about endocrine glands?,0,1,9,89.52,2.75,10.18,,9,33.33,100,77.78,55.56,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,22.22,11.11,11.11,0,0,22.22,11.11,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
What is chemical signaling that affects neighboring cells called?,0,1,9,10.19,92.24,,,9,44.44,66.67,55.56,33.33,22.22,0,0,0,0,0,0,22.22,11.11,0,0,0,11.11,0,0,0,33.33,0,0,11.11,11.11,0,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,22.22,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
"A newly developed pesticide has been observed to bind to an intracellular hormone receptor. If ingested, residue from this pesticide could disrupt levels of what?",0,1,25,82.95,19.67,1,,12.5,40,64,52,52,8,0,0,0,0,0,0,8,12,8,0,16,12,4,4,0,12,0,0,0,0,0,0,8,0,8,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,4,8,4,0,0,0,0,0,0,12,4,4,4,0,0,0,0
"A student is in a car accident, and although not hurt, immediately experiences pupil dilation, increased heart rate, and rapid breathing. What type of endocrine system stimulus did the student receive?",0,1,31,69.92,23.05,91.84,1.4,15.5,38.71,80.65,51.61,41.94,3.23,0,0,0,0,0,0,3.23,9.68,9.68,0,6.45,6.45,3.23,9.68,3.23,6.45,6.45,6.45,0,0,0,0,6.45,0,6.45,0,0,0,0,0,6.45,0,3.23,0,3.23,3.23,0,3.23,0,0,0,0,6.45,0,0,0,0,0,0,6.45,0,0,0,0,3.23,0,0,3.23,9.68,0,0,6.45,3.23,0,16.13,6.45,6.45,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,12.9,0,6.45,3.23,0,0,3.23,9.68,3.23,3.23,0,0,0,0,0,0,19.35,3.23,12.9,3.23,0,0,0,0
Which of the following is an anterior pituitary hormone?,0,1,9,98.16,2.75,77.17,,9,44.44,88.89,66.67,55.56,11.11,0,0,0,0,0,0,11.11,22.22,22.22,0,11.11,11.11,0,0,0,22.22,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
How many hormones are produced by the posterior pituitary?,0,1,9,89.52,,77.17,,9,44.44,88.89,55.56,55.56,0,0,0,0,0,0,0,0,22.22,11.11,0,11.11,11.11,11.11,0,0,11.11,11.11,11.11,0,0,0,0,11.11,0,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
Which of the following hormones contributes to the regulation of the body’s fluid and electrolyte balance?,0,1,16,99,11.66,1.63,,16,37.5,81.25,56.25,50,6.25,0,0,0,0,0,0,6.25,18.75,18.75,0,18.75,0,0,6.25,0,6.25,0,0,6.25,0,0,6.25,6.25,0,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,6.25,0,6.25,0,0
Which of the following statements about the thyroid gland is true?,0,1,11,97.37,5.27,5.07,,11,27.27,90.91,72.73,54.55,9.09,0,0,0,0,0,0,9.09,18.18,18.18,0,18.18,9.09,9.09,0,0,18.18,9.09,0,0,0,0,0,18.18,0,18.18,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
What is the secretion of thyroid hormones controlled by?,0,1,9,98.16,,,,9,44.44,88.89,55.56,55.56,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,22.22,11.11,0,0,0,11.11,0,0,11.11,0,0,11.11,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
What does the development of a goiter indicate?,0,1,8,98.55,,,,8,25,75,62.5,62.5,12.5,0,0,0,0,0,0,12.5,25,25,0,12.5,12.5,0,0,0,12.5,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0
Iodide ions cross from the bloodstream into follicle cells via what?,0,1,11,99,,50.45,,11,18.18,63.64,54.55,45.45,9.09,0,0,0,0,0,0,9.09,9.09,9.09,0,27.27,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
Which of the following can result from hyperparathyroidism?,0,1,8,98.55,1.71,1,,8,25,87.5,75,62.5,12.5,0,0,0,0,0,0,12.5,12.5,12.5,0,25,12.5,0,0,0,25,0,0,0,0,0,0,37.5,0,37.5,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0
Cushing’s disease is a disorder caused by which of the following?,1,1,11,99,5.27,5.07,,11,36.36,90.91,72.73,54.55,9.09,0,0,0,0,0,0,9.09,18.18,18.18,0,18.18,9.09,0,0,0,27.27,0,0,0,0,0,0,18.18,0,18.18,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,18.18,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,18.18,0,0,9.09,0,9.09,0,0
What cells secrete melatonin?,0,1,4,26.1,,,,4,50,25,25,25,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0
What inhibited the production of melatonin?,0,1,6,99,,,,6,50,83.33,50,50,16.67,0,0,0,0,0,0,16.67,16.67,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0
The gonads produce what class of hormones?,1,1,7,99,,,,7,28.57,100,42.86,42.86,14.29,0,0,0,0,0,0,14.29,14.29,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,28.57,0,0,28.57,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
The production of FSH by the anterior pituitary is reduced by which hormone?,0,1,13,99,7.93,30.98,,13,38.46,76.92,53.85,53.85,7.69,0,0,0,0,0,0,7.69,15.38,15.38,0,23.08,7.69,0,0,0,7.69,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
What is the function of the placental hormone human placental lactogen (hPL)?,0,1,12,97.04,84.23,,,12,41.67,58.33,50,41.67,8.33,0,0,0,0,0,0,8.33,16.67,16.67,0,8.33,8.33,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,25,0,0,8.33,0,0,16.67,0
Which of the following statements about insulin is true?,0,1,9,89.52,2.75,10.18,,9,33.33,88.89,77.78,55.56,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,22.22,11.11,11.11,0,0,22.22,11.11,0,0,0,0,0,22.22,0,22.22,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
The walls of the atria produce which hormone?,0,1,8,99,1.71,89.39,,8,25,87.5,50,50,12.5,0,0,0,0,0,0,12.5,25,25,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0
Why do athletes may take synthetic EPO?,0,1,7,2.35,,,,7,28.57,71.43,57.14,42.86,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,42.86,0,0,0,0,0,0,28.57,0,28.57,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
Where do hormones produced by the thymus play a role?,0,1,10,97.77,89.5,7.03,99,10,20,90,50,50,0,0,0,0,0,0,0,0,20,20,0,10,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,10,0,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0
The anterior pituitary gland develops from which embryonic germ layer?,0,1,10,97.77,3.95,98.38,,10,40,70,30,30,10,0,0,0,0,0,0,10,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0
"In the elderly, what causes decreased thyroid function?",0,1,8,98.55,94.84,89.39,,8,50,87.5,62.5,37.5,12.5,0,0,0,0,0,0,12.5,12.5,12.5,0,12.5,0,0,0,0,0,12.5,12.5,0,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,25,0,12.5,12.5,0,0,0,0
Which of the following traits of land plants allows them to grow in height?,2,1,14,99,40.06,97.09,,14,7.14,85.71,71.43,50,14.29,7.14,0,0,0,0,7.14,7.14,7.14,7.14,0,28.57,0,0,0,0,14.29,0,7.14,7.14,0,0,7.14,14.29,0,14.29,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,0,21.43,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0
What characteristic of Charales would enable them to survive a dry spell?,1,1,12,89.52,84.23,1,,12,25,75,66.67,50,16.67,8.33,0,0,0,0,8.33,8.33,8.33,8.33,0,16.67,8.33,0,0,0,8.33,16.67,0,8.33,0,0,8.33,16.67,0,16.67,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
Why do mosses grow well in the Arctic tundra?,2,1,9,66.04,,77.17,99,9,0,66.67,66.67,55.56,0,0,0,0,0,0,0,0,11.11,11.11,0,11.11,11.11,22.22,0,0,22.22,0,0,0,0,0,0,11.11,0,11.11,0,11.11,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
